label,weight
schizophrenia,1.644955300127714
Depression,1.1239092495636998
Autism,1.0751252086811351
BPD,0.9953632148377125
Bipolar,0.8827964359150103
Anxiety,0.8396349413298566
ADHD,0.8039950062421972
